1163193	8	123.43	2.9	2.17	-1.92	0.00 1 
1163193	7	149.02	2.49	2.16	-1.23	0.00 1 
1163193	6	177.5	2.25	2.14	-0.69	0.00 1 
1163193	5	281.58	2.1	2.09	-0.22	0.00 1 
1163193	4	299.6	2.08	2.07	0.22	0.00 1 
1163193	3	178.81	2.18	2.08	0.67	0.00 1 
1163193	2	127.37	2.37	2.06	1.17	0.00 1 
1163193	1	107.78	2.65	1.98	1.76	0.00 1 
1163402	8	123.49	2.9	2.17	-1.92	0.00 1 
1163402	7	148.95	2.49	2.16	-1.23	0.00 1 
1163402	6	177.47	2.25	2.14	-0.69	0.00 1 
1163402	5	281.6	2.1	2.09	-0.22	0.00 1 
1163402	4	299.54	2.08	2.07	0.22	0.00 1 
1163402	3	178.69	2.18	2.08	0.67	0.00 1 
1163402	2	127.38	2.37	2.06	1.17	0.00 1 
1163402	1	107.18	2.65	1.98	1.76	0.00 1 
1163611	8	123.45	2.9	2.17	-1.92	0.00 1 
1163611	7	149.01	2.49	2.16	-1.23	0.00 1 
1163611	6	177.47	2.25	2.14	-0.69	0.00 1 
1163611	5	281.63	2.1	2.09	-0.22	0.00 1 
1163611	4	299.56	2.08	2.07	0.22	0.00 1 
1163611	3	178.8	2.18	2.08	0.67	0.00 1 
1163611	2	127.31	2.37	2.06	1.17	0.00 1 
1163611	1	107.33	2.65	1.98	1.76	0.00 1 
1163820	8	123.47	2.9	2.17	-1.92	0.00 1 
1163820	7	149.02	2.49	2.16	-1.23	0.00 1 
1163820	6	177.45	2.25	2.14	-0.69	0.00 1 
1163820	5	281.6	2.1	2.09	-0.22	0.00 1 
1163820	4	299.57	2.08	2.07	0.22	0.00 1 
1163820	3	178.79	2.18	2.08	0.67	0.00 1 
1163820	2	127.43	2.37	2.06	1.17	0.00 1 
1163820	1	107.68	2.65	1.98	1.76	0.00 1 
1164028	8	123.42	2.9	2.17	-1.92	0.00 1 
1164028	7	149.1	2.49	2.16	-1.23	0.00 1 
1164028	6	177.51	2.25	2.14	-0.69	0.00 1 
1164028	5	281.61	2.1	2.09	-0.22	0.00 1 
1164028	4	299.57	2.08	2.07	0.22	0.00 1 
1164028	3	178.71	2.18	2.08	0.67	0.00 1 
1164028	2	127.5	2.37	2.06	1.17	0.00 1 
1164028	1	108	2.65	1.98	1.76	0.00 1 
1164236	8	123.41	2.9	2.17	-1.92	0.00 1 
1164236	7	148.98	2.49	2.16	-1.23	0.00 1 
1164236	6	177.38	2.25	2.14	-0.69	0.00 1 
1164236	5	281.61	2.1	2.09	-0.22	0.00 1 
1164236	4	299.61	2.08	2.07	0.22	0.00 1 
1164236	3	178.72	2.18	2.08	0.67	0.00 1 
1164236	2	127.35	2.37	2.06	1.17	0.00 1 
1164236	1	107.79	2.65	1.98	1.76	0.00 1 
1164447	8	123.41	2.9	2.17	-1.92	0.00 1 
1164447	7	148.95	2.49	2.16	-1.23	0.00 1 
1164447	6	177.44	2.25	2.14	-0.69	0.00 1 
1164447	5	281.69	2.1	2.09	-0.22	0.00 1 
1164447	4	299.67	2.08	2.07	0.22	0.00 1 
1164447	3	178.75	2.18	2.08	0.67	0.00 1 
1164447	2	127.45	2.37	2.06	1.17	0.00 1 
1164447	1	107.8	2.65	1.98	1.76	0.00 1 
1164657	8	123.45	2.9	2.17	-1.92	0.00 1 
1164657	7	149.07	2.49	2.16	-1.23	0.00 1 
1164657	6	177.41	2.25	2.14	-0.69	0.00 1 
1164657	5	281.69	2.1	2.09	-0.22	0.00 1 
1164657	4	299.64	2.08	2.07	0.22	0.00 1 
1164657	3	178.7	2.18	2.08	0.67	0.00 1 
1164657	2	127.44	2.37	2.06	1.17	0.00 1 
1164657	1	107.78	2.65	1.98	1.76	0.00 1 
1164866	8	123.39	2.9	2.17	-1.92	0.00 1 
1164866	7	148.98	2.49	2.16	-1.23	0.00 1 
1164866	6	177.33	2.25	2.14	-0.69	0.00 1 
1164866	5	281.65	2.1	2.09	-0.22	0.00 1 
1164866	4	299.62	2.08	2.07	0.22	0.00 1 
1164866	3	178.69	2.18	2.08	0.67	0.00 1 
1164866	2	127.43	2.37	2.06	1.17	0.00 1 
1164866	1	107.58	2.65	1.98	1.76	0.00 1 
1165075	8	123.38	2.9	2.17	-1.92	0.00 1 
1165075	7	149.05	2.49	2.16	-1.23	0.00 1 
1165075	6	177.47	2.25	2.14	-0.69	0.00 1 
1165075	5	281.65	2.1	2.09	-0.22	0.00 1 
1165075	4	299.53	2.08	2.07	0.22	0.00 1 
1165075	3	178.74	2.18	2.08	0.67	0.00 1 
1165075	2	127.34	2.37	2.06	1.17	0.00 1 
1165075	1	107.92	2.65	1.98	1.76	0.00 1 
1165284	8	123.42	2.9	2.17	-1.92	0.00 1 
1165284	7	148.98	2.49	2.16	-1.23	0.00 1 
1165284	6	177.42	2.25	2.14	-0.69	0.00 1 
1165284	5	281.67	2.1	2.09	-0.22	0.00 1 
1165284	4	299.62	2.08	2.07	0.22	0.00 1 
1165284	3	178.85	2.18	2.08	0.67	0.00 1 
1165284	2	127.43	2.37	2.06	1.17	0.00 1 
1165284	1	108.18	2.65	1.98	1.76	0.00 1 
1165491	8	123.42	2.9	2.17	-1.92	0.00 1 
1165491	7	148.98	2.49	2.16	-1.23	0.00 1 
1165491	6	177.39	2.25	2.14	-0.69	0.00 1 
1165491	5	281.59	2.1	2.09	-0.22	0.00 1 
1165491	4	299.6	2.08	2.07	0.22	0.00 1 
1165491	3	178.74	2.18	2.08	0.67	0.00 1 
1165491	2	127.41	2.37	2.06	1.17	0.00 1 
1165491	1	107.29	2.65	1.99	1.76	0.00 1 
1165701	8	123.41	2.9	2.17	-1.92	0.00 1 
1165701	7	149.02	2.49	2.16	-1.23	0.00 1 
1165701	6	177.4	2.25	2.14	-0.69	0.00 1 
1165701	5	281.6	2.1	2.09	-0.22	0.00 1 
1165701	4	299.52	2.08	2.07	0.22	0.00 1 
1165701	3	178.82	2.18	2.08	0.67	0.00 1 
1165701	2	127.43	2.37	2.06	1.17	0.00 1 
1165701	1	106.94	2.65	1.99	1.76	0.00 1 
1165911	8	123.45	2.9	2.17	-1.92	0.00 1 
1165911	7	148.98	2.49	2.16	-1.23	0.00 1 
1165911	6	177.39	2.25	2.14	-0.69	0.00 1 
1165911	5	281.68	2.1	2.09	-0.22	0.00 1 
1165911	4	299.54	2.08	2.07	0.22	0.00 1 
1165911	3	178.74	2.18	2.08	0.67	0.00 1 
1165911	2	127.43	2.37	2.06	1.17	0.00 1 
1165911	1	107.6	2.65	1.98	1.76	0.00 1 
1166121	8	123.32	2.9	2.17	-1.92	0.00 1 
1166121	7	149.01	2.49	2.16	-1.23	0.00 1 
1166121	6	177.4	2.25	2.14	-0.69	0.00 1 
1166121	5	281.7	2.1	2.09	-0.22	0.00 1 
1166121	4	299.65	2.08	2.07	0.22	0.00 1 
1166121	3	178.71	2.18	2.08	0.67	0.00 1 
1166121	2	127.42	2.37	2.06	1.17	0.00 1 
1166121	1	108.04	2.65	1.98	1.76	0.00 1 
1166330	8	123.34	2.9	2.17	-1.92	0.00 1 
1166330	7	148.95	2.49	2.16	-1.23	0.00 1 
1166330	6	177.49	2.25	2.14	-0.69	0.00 1 
1166330	5	281.68	2.1	2.09	-0.22	0.00 1 
1166330	4	299.62	2.08	2.07	0.22	0.00 1 
1166330	3	178.8	2.18	2.08	0.67	0.00 1 
1166330	2	127.5	2.37	2.06	1.17	0.00 1 
1166330	1	107.76	2.65	1.98	1.76	0.00 1 
1166538	8	123.38	2.9	2.17	-1.92	0.00 1 
1166538	7	149.03	2.49	2.16	-1.23	0.00 1 
1166538	6	177.39	2.25	2.14	-0.69	0.00 1 
1166538	5	281.64	2.1	2.09	-0.22	0.00 1 
1166538	4	299.62	2.08	2.07	0.22	0.00 1 
1166538	3	178.83	2.18	2.08	0.67	0.00 1 
1166538	2	127.46	2.37	2.06	1.17	0.00 1 
1166538	1	108.3	2.65	1.98	1.76	0.00 1 
1166746	8	123.46	2.9	2.17	-1.92	0.00 1 
1166746	7	148.97	2.49	2.16	-1.23	0.00 1 
1166746	6	177.43	2.25	2.14	-0.69	0.00 1 
1166746	5	281.58	2.1	2.09	-0.22	0.00 1 
1166746	4	299.55	2.08	2.07	0.22	0.00 1 
1166746	3	178.86	2.18	2.08	0.67	0.00 1 
1166746	2	127.36	2.37	2.06	1.17	0.00 1 
1166746	1	107.66	2.65	1.98	1.76	0.00 1 
1166957	8	123.45	2.9	2.17	-1.92	0.00 1 
1166957	7	149.03	2.49	2.16	-1.23	0.00 1 
1166957	6	177.44	2.25	2.14	-0.69	0.00 1 
1166957	5	281.67	2.1	2.09	-0.22	0.00 1 
1166957	4	299.56	2.08	2.07	0.22	0.00 1 
1166957	3	178.8	2.18	2.08	0.67	0.00 1 
1166957	2	127.35	2.37	2.06	1.17	0.00 1 
1166957	1	107.77	2.65	1.98	1.76	0.00 1 
1167166	8	123.43	2.9	2.17	-1.92	0.00 1 
1167166	7	148.98	2.49	2.16	-1.23	0.00 1 
1167166	6	177.37	2.25	2.14	-0.69	0.00 1 
1167166	5	281.56	2.1	2.09	-0.22	0.00 1 
1167166	4	299.58	2.08	2.07	0.22	0.00 1 
1167166	3	178.71	2.18	2.08	0.67	0.00 1 
1167166	2	127.31	2.37	2.06	1.17	0.00 1 
1167166	1	107.58	2.65	1.98	1.76	0.00 1 
1167373	8	123.48	2.9	2.17	-1.92	0.00 1 
1167373	7	148.94	2.49	2.16	-1.23	0.00 1 
1167373	6	177.52	2.25	2.14	-0.69	0.00 1 
1167373	5	281.72	2.1	2.09	-0.22	0.00 1 
1167373	4	299.63	2.08	2.07	0.22	0.00 1 
1167373	3	178.77	2.18	2.08	0.67	0.00 1 
1167373	2	127.41	2.37	2.06	1.17	0.00 1 
1167373	1	107.53	2.65	1.98	1.76	0.00 1 
1167584	8	123.33	2.9	2.17	-1.92	0.00 1 
1167584	7	148.98	2.49	2.16	-1.23	0.00 1 
1167584	6	177.42	2.25	2.14	-0.69	0.00 1 
1167584	5	281.65	2.1	2.09	-0.22	0.00 1 
1167584	4	299.63	2.08	2.07	0.22	0.00 1 
1167584	3	178.78	2.18	2.08	0.67	0.00 1 
1167584	2	127.54	2.37	2.06	1.17	0.00 1 
1167584	1	107.85	2.65	1.98	1.76	0.00 1 
1167794	8	123.44	2.9	2.17	-1.92	0.00 1 
1167794	7	149.03	2.49	2.16	-1.23	0.00 1 
1167794	6	177.46	2.25	2.14	-0.69	0.00 1 
1167794	5	281.54	2.1	2.09	-0.22	0.00 1 
1167794	4	299.6	2.08	2.07	0.22	0.00 1 
1167794	3	178.66	2.18	2.08	0.67	0.00 1 
1167794	2	127.32	2.37	2.06	1.17	0.00 1 
1167794	1	107.45	2.65	1.98	1.76	0.00 1 
1168003	8	123.32	2.9	2.17	-1.92	0.00 1 
1168003	7	148.97	2.49	2.16	-1.23	0.00 1 
1168003	6	177.39	2.25	2.14	-0.69	0.00 1 
1168003	5	281.65	2.1	2.09	-0.22	0.00 1 
1168003	4	299.5	2.08	2.07	0.22	0.00 1 
1168003	3	178.76	2.18	2.08	0.67	0.00 1 
1168003	2	127.39	2.37	2.06	1.17	0.00 1 
1168003	1	107.86	2.65	1.98	1.76	0.00 1 
1168212	8	123.45	2.9	2.17	-1.92	0.00 1 
1168212	7	149.02	2.49	2.16	-1.23	0.00 1 
1168212	6	177.37	2.25	2.14	-0.69	0.00 1 
1168212	5	281.59	2.1	2.09	-0.22	0.00 1 
1168212	4	299.6	2.08	2.07	0.22	0.00 1 
1168212	3	178.78	2.18	2.08	0.67	0.00 1 
1168212	2	127.47	2.37	2.06	1.17	0.00 1 
1168212	1	107.78	2.65	1.98	1.76	0.00 1 
1168421	8	123.38	2.9	2.17	-1.92	0.00 1 
1168421	7	148.97	2.49	2.16	-1.23	0.00 1 
1168421	6	177.43	2.25	2.14	-0.69	0.00 1 
1168421	5	281.69	2.1	2.09	-0.22	0.00 1 
1168421	4	299.58	2.08	2.07	0.22	0.00 1 
1168421	3	178.72	2.18	2.08	0.67	0.00 1 
1168421	2	127.43	2.37	2.06	1.17	0.00 1 
1168421	1	108.16	2.65	1.98	1.76	0.00 1 
1168630	8	123.39	2.9	2.17	-1.92	0.00 1 
1168630	7	148.99	2.49	2.16	-1.23	0.00 1 
1168630	6	177.35	2.25	2.14	-0.69	0.00 1 
1168630	5	281.66	2.1	2.09	-0.22	0.00 1 
1168630	4	299.63	2.08	2.07	0.22	0.00 1 
1168630	3	178.82	2.18	2.08	0.67	0.00 1 
1168630	2	127.41	2.37	2.06	1.17	0.00 1 
1168630	1	107.93	2.65	1.99	1.76	0.00 1 
1168839	8	123.44	2.9	2.17	-1.92	0.00 1 
1168839	7	149.06	2.49	2.16	-1.23	0.00 1 
1168839	6	177.42	2.25	2.14	-0.69	0.00 1 
1168839	5	281.55	2.1	2.09	-0.22	0.00 1 
1168839	4	299.63	2.08	2.07	0.22	0.00 1 
1168839	3	178.81	2.18	2.08	0.67	0.00 1 
1168839	2	127.41	2.37	2.06	1.17	0.00 1 
1168839	1	107.78	2.65	1.99	1.76	0.00 1 
1169047	8	123.42	2.9	2.17	-1.92	0.00 1 
1169047	7	149.05	2.49	2.16	-1.23	0.00 1 
1169047	6	177.45	2.25	2.14	-0.69	0.00 1 
1169047	5	281.59	2.1	2.09	-0.22	0.00 1 
1169047	4	299.58	2.08	2.07	0.22	0.00 1 
1169047	3	178.88	2.18	2.08	0.67	0.00 1 
1169047	2	127.37	2.37	2.06	1.17	0.00 1 
1169047	1	107.94	2.65	1.98	1.76	0.00 1 
1169258	8	123.52	2.9	2.17	-1.92	0.00 1 
1169258	7	149.01	2.49	2.16	-1.23	0.00 1 
1169258	6	177.46	2.25	2.14	-0.69	0.00 1 
1169258	5	281.47	2.1	2.09	-0.22	0.00 1 
1169258	4	299.63	2.08	2.07	0.22	0.00 1 
1169258	3	178.79	2.18	2.08	0.67	0.00 1 
1169258	2	127.37	2.37	2.06	1.17	0.00 1 
1169258	1	107.38	2.65	1.98	1.76	0.00 1 
1169465	8	123.44	2.9	2.17	-1.92	0.00 1 
1169465	7	149.07	2.49	2.16	-1.23	0.00 1 
1169465	6	177.42	2.25	2.14	-0.69	0.00 1 
1169465	5	281.75	2.1	2.09	-0.22	0.00 1 
1169465	4	299.62	2.08	2.07	0.22	0.00 1 
1169465	3	178.79	2.18	2.08	0.67	0.00 1 
1169465	2	127.35	2.37	2.06	1.17	0.00 1 
1169465	1	107.94	2.65	1.98	1.76	0.00 1 
1169676	8	123.36	2.9	2.17	-1.92	0.00 1 
1169676	7	149.04	2.49	2.16	-1.23	0.00 1 
1169676	6	177.46	2.25	2.14	-0.69	0.00 1 
1169676	5	281.64	2.1	2.09	-0.22	0.00 1 
1169676	4	299.66	2.08	2.07	0.22	0.00 1 
1169676	3	178.73	2.18	2.08	0.67	0.00 1 
1169676	2	127.32	2.37	2.06	1.17	0.00 1 
1169676	1	107.98	2.65	1.98	1.76	0.00 1 
1169885	8	123.43	2.9	2.17	-1.92	0.00 1 
1169885	7	149.02	2.49	2.16	-1.23	0.00 1 
1169885	6	177.47	2.25	2.14	-0.69	0.00 1 
1169885	5	281.6	2.1	2.09	-0.22	0.00 1 
1169885	4	299.64	2.08	2.07	0.22	0.00 1 
1169885	3	178.8	2.18	2.08	0.67	0.00 1 
1169885	2	127.46	2.37	2.06	1.17	0.00 1 
1169885	1	107.85	2.65	1.98	1.76	0.00 1 
1170094	8	123.38	2.9	2.17	-1.92	0.00 1 
1170094	7	149.03	2.49	2.16	-1.23	0.00 1 
1170094	6	177.37	2.25	2.14	-0.69	0.00 1 
1170094	5	281.67	2.1	2.09	-0.22	0.00 1 
1170094	4	299.65	2.08	2.07	0.22	0.00 1 
1170094	3	178.73	2.18	2.08	0.67	0.00 1 
1170094	2	127.45	2.37	2.06	1.17	0.00 1 
1170094	1	107.73	2.65	1.98	1.76	0.00 1 
1170303	8	123.37	2.9	2.17	-1.92	0.00 1 
1170303	7	149.02	2.49	2.16	-1.23	0.00 1 
1170303	6	177.44	2.25	2.14	-0.69	0.00 1 
1170303	5	281.64	2.1	2.09	-0.22	0.00 1 
1170303	4	299.55	2.08	2.07	0.22	0.00 1 
1170303	3	178.86	2.18	2.08	0.67	0.00 1 
1170303	2	127.39	2.37	2.06	1.17	0.00 1 
1170303	1	108.06	2.65	1.98	1.76	0.00 1 
1170512	8	123.42	2.9	2.17	-1.92	0.00 1 
1170512	7	149.02	2.49	2.16	-1.23	0.00 1 
1170512	6	177.44	2.25	2.14	-0.69	0.00 1 
1170512	5	281.68	2.1	2.09	-0.22	0.00 1 
1170512	4	299.66	2.08	2.07	0.22	0.00 1 
1170512	3	178.86	2.18	2.08	0.67	0.00 1 
1170512	2	127.38	2.37	2.06	1.17	0.00 1 
1170512	1	108.03	2.65	1.98	1.76	0.00 1 
1170719	8	123.48	2.9	2.17	-1.92	0.00 1 
1170719	7	149.04	2.49	2.16	-1.23	0.00 1 
1170719	6	177.41	2.25	2.14	-0.69	0.00 1 
1170719	5	281.58	2.1	2.09	-0.22	0.00 1 
1170719	4	299.71	2.08	2.07	0.22	0.00 1 
1170719	3	178.8	2.18	2.08	0.67	0.00 1 
1170719	2	127.42	2.37	2.06	1.17	0.00 1 
1170719	1	107.47	2.65	1.98	1.76	0.00 1 
1170930	8	123.41	2.9	2.17	-1.92	0.00 1 
1170930	7	148.95	2.49	2.16	-1.23	0.00 1 
1170930	6	177.38	2.25	2.14	-0.69	0.00 1 
1170930	5	281.64	2.1	2.09	-0.22	0.00 1 
1170930	4	299.68	2.08	2.07	0.22	0.00 1 
1170930	3	178.84	2.18	2.08	0.67	0.00 1 
1170930	2	127.35	2.37	2.06	1.17	0.00 1 
1170930	1	107.56	2.65	1.98	1.76	0.00 1 
1171137	8	123.4	2.9	2.17	-1.92	0.00 1 
1171137	7	148.96	2.49	2.16	-1.23	0.00 1 
1171137	6	177.46	2.25	2.14	-0.69	0.00 1 
1171137	5	281.57	2.1	2.09	-0.22	0.00 1 
1171137	4	299.68	2.08	2.07	0.22	0.00 1 
1171137	3	178.67	2.18	2.08	0.67	0.00 1 
1171137	2	127.49	2.37	2.06	1.17	0.00 1 
1171137	1	107.83	2.65	1.98	1.76	0.00 1 
1171349	8	123.38	2.9	2.17	-1.92	0.00 1 
1171349	7	148.89	2.49	2.16	-1.23	0.00 1 
1171349	6	177.37	2.25	2.14	-0.69	0.00 1 
1171349	5	281.77	2.1	2.09	-0.22	0.00 1 
1171349	4	299.57	2.08	2.07	0.22	0.00 1 
1171349	3	178.78	2.18	2.08	0.67	0.00 1 
1171349	2	127.4	2.37	2.06	1.17	0.00 1 
1171349	1	108.09	2.65	1.98	1.76	0.00 1 
1171558	8	123.3	2.9	2.17	-1.92	0.00 1 
1171558	7	149.11	2.49	2.16	-1.23	0.00 1 
1171558	6	177.51	2.25	2.14	-0.69	0.00 1 
1171558	5	281.63	2.1	2.09	-0.22	0.00 1 
1171558	4	299.62	2.08	2.07	0.22	0.00 1 
1171558	3	178.69	2.18	2.08	0.67	0.00 1 
1171558	2	127.45	2.37	2.06	1.17	0.00 1 
1171558	1	108.17	2.65	1.98	1.76	0.00 1 
1171767	8	123.39	2.9	2.17	-1.92	0.00 1 
1171767	7	148.99	2.49	2.16	-1.23	0.00 1 
1171767	6	177.43	2.25	2.14	-0.69	0.00 1 
1171767	5	281.6	2.1	2.09	-0.22	0.00 1 
1171767	4	299.57	2.08	2.07	0.22	0.00 1 
1171767	3	178.66	2.18	2.08	0.67	0.00 1 
1171767	2	127.37	2.37	2.06	1.17	0.00 1 
1171767	1	107.84	2.65	1.98	1.76	0.00 1 
1171976	8	123.45	2.9	2.17	-1.92	0.00 1 
1171976	7	148.99	2.49	2.16	-1.23	0.00 1 
1171976	6	177.39	2.25	2.14	-0.69	0.00 1 
1171976	5	281.64	2.1	2.09	-0.22	0.00 1 
1171976	4	299.53	2.08	2.07	0.22	0.00 1 
1171976	3	178.84	2.18	2.08	0.67	0.00 1 
1171976	2	127.37	2.37	2.06	1.17	0.00 1 
1171976	1	107.72	2.65	1.98	1.76	0.00 1 
1172185	8	123.52	2.9	2.17	-1.92	0.00 1 
1172185	7	149.04	2.49	2.16	-1.23	0.00 1 
1172185	6	177.38	2.25	2.14	-0.69	0.00 1 
1172185	5	281.61	2.1	2.09	-0.22	0.00 1 
1172185	4	299.67	2.08	2.07	0.22	0.00 1 
1172185	3	178.76	2.18	2.08	0.67	0.00 1 
1172185	2	127.46	2.37	2.06	1.17	0.00 1 
1172185	1	107.69	2.65	1.98	1.76	0.00 1 
1172393	8	123.41	2.9	2.17	-1.92	0.00 1 
1172393	7	149.02	2.49	2.16	-1.23	0.00 1 
1172393	6	177.45	2.25	2.14	-0.69	0.00 1 
1172393	5	281.67	2.1	2.09	-0.22	0.00 1 
1172393	4	299.66	2.08	2.07	0.22	0.00 1 
1172393	3	178.75	2.18	2.08	0.67	0.00 1 
1172393	2	127.4	2.37	2.06	1.17	0.00 1 
1172393	1	108.02	2.65	1.98	1.76	0.00 1 
1172604	8	123.36	2.9	2.17	-1.92	0.00 1 
1172604	7	149.04	2.49	2.16	-1.23	0.00 1 
1172604	6	177.5	2.25	2.14	-0.69	0.00 1 
1172604	5	281.7	2.1	2.09	-0.22	0.00 1 
1172604	4	299.76	2.08	2.07	0.22	0.00 1 
1172604	3	178.77	2.18	2.08	0.67	0.00 1 
1172604	2	127.35	2.37	2.06	1.17	0.00 1 
1172604	1	108	2.65	1.98	1.76	0.00 1 
1172813	8	123.45	2.9	2.17	-1.92	0.00 1 
1172813	7	148.97	2.49	2.16	-1.23	0.00 1 
1172813	6	177.42	2.25	2.14	-0.69	0.00 1 
1172813	5	281.66	2.1	2.09	-0.22	0.00 1 
1172813	4	299.64	2.08	2.07	0.22	0.00 1 
1172813	3	178.75	2.18	2.08	0.67	0.00 1 
1172813	2	127.41	2.37	2.06	1.17	0.00 1 
1172813	1	107.87	2.65	1.98	1.76	0.00 1 
1173022	8	123.45	2.9	2.17	-1.92	0.00 1 
1173022	7	149.01	2.49	2.16	-1.23	0.00 1 
1173022	6	177.5	2.25	2.14	-0.69	0.00 1 
1173022	5	281.5	2.1	2.09	-0.22	0.00 1 
1173022	4	299.7	2.08	2.07	0.22	0.00 1 
1173022	3	178.8	2.18	2.08	0.67	0.00 1 
1173022	2	127.44	2.37	2.06	1.17	0.00 1 
1173022	1	107.65	2.65	1.98	1.76	0.00 1 
1173231	8	123.44	2.9	2.17	-1.92	0.00 1 
1173231	7	149	2.49	2.16	-1.23	0.00 1 
1173231	6	177.38	2.25	2.14	-0.69	0.00 1 
1173231	5	281.65	2.1	2.09	-0.22	0.00 1 
1173231	4	299.5	2.08	2.07	0.22	0.00 1 
1173231	3	178.7	2.18	2.08	0.67	0.00 1 
1173231	2	127.46	2.37	2.06	1.17	0.00 1 
1173231	1	107.9	2.65	1.98	1.76	0.00 1 
